           1   6.41769767E-02
           2   6.53529167E-03
           3   4.97877598E-04
           4   2.62260437E-05
           5   8.94069672E-07
           6  -5.96046448E-08
           7   0.00000000    
           8   1.19209290E-07
           9   1.19209290E-07
          10   0.00000000    
          11   0.00000000    
          12  -1.19209290E-07
          13   1.19209290E-07
          14   0.00000000    
          15   0.00000000    
          16  -2.86102295E-06
          17  -1.10387802E-04
          18  -2.98786163E-03
          19  -6.20837212E-02
          20  -1.28354073    
