           1   7.83990622E-02
           2   9.97245312E-03
           3   9.75966454E-04
           4   6.82473183E-05
           5   3.03983688E-06
           6   0.00000000    
           7   0.00000000    
           8   1.19209290E-07
           9   1.19209290E-07
          10   0.00000000    
          11   0.00000000    
          12   1.19209290E-07
          13   1.19209290E-07
          14   0.00000000    
          15   1.19209290E-07
          16   9.77516174E-06
          17   2.89201736E-04
          18   5.85627556E-03
          19   9.47370529E-02
          20   1.56798077    
