           1   9.57728028E-02
           2   1.52174234E-02
           3   1.91301107E-03
           4   1.77919865E-04
           5   1.10268593E-05
           6   2.98023224E-07
           7   0.00000000    
           8   1.19209290E-07
           9   1.19209290E-07
          10   0.00000000    
          11   0.00000000    
          12   1.19209290E-07
          13   1.19209290E-07
          14   0.00000000    
          15   9.53674316E-07
          16   3.55243683E-05
          17   7.55548477E-04
          18   1.14786625E-02
          19  0.144564152    
          20   1.91545582    
