           1   2.88172960E-02
           2   1.20544434E-03
           3   3.36766243E-05
           4   6.55651093E-07
           5   5.96046448E-08
           6   5.96046448E-08
           7   0.00000000    
           8   1.19209290E-07
           9   1.19209290E-07
          10   0.00000000    
          11   0.00000000    
          12   1.19209290E-07
          13   1.19209290E-07
          14   0.00000000    
          15   0.00000000    
          16   4.76837158E-07
          17   1.90734863E-06
          18   2.01940536E-04
          19   1.14502907E-02
          20  0.576348305    
