           1   3.52033973E-02
           2   1.83939934E-03
           3   6.60419464E-05
           4   1.54972076E-06
           5   5.96046448E-08
           6   5.96046448E-08
           7   0.00000000    
           8   1.19209290E-07
           9   1.19209290E-07
          10   0.00000000    
          11   0.00000000    
          12   1.19209290E-07
          13   1.19209290E-07
          14   0.00000000    
          15   0.00000000    
          16   4.76837158E-07
          17   5.72204590E-06
          18   3.96490097E-04
          19   1.74727440E-02
          20  0.704070091    
