           1   4.30046916E-02
           2   2.80672312E-03
           3   1.29520893E-04
           4   3.93390656E-06
           5   1.19209290E-07
           6   5.96046448E-08
           7   0.00000000    
           8   1.19209290E-07
           9   1.19209290E-07
          10   0.00000000    
          11   0.00000000    
          12   1.19209290E-07
          13   1.19209290E-07
          14   0.00000000    
          15   0.00000000    
          16   4.76837158E-07
          17   1.57356262E-05
          18   7.77482986E-04
          19   2.66623497E-02
          20  0.860096931    
