           1   1.58073306E-02
           2   3.39448452E-04
           3   4.35113907E-06
           4   1.19209290E-07
           5   5.96046448E-08
           6   5.96046448E-08
           7   0.00000000    
           8   1.19209290E-07
           9   1.19209290E-07
          10   0.00000000    
          11   0.00000000    
          12   1.19209290E-07
          13   1.19209290E-07
          14   0.00000000    
          15   0.00000000    
          16   4.76837158E-07
          17   2.38418579E-07
          18   2.64644623E-05
          19   3.22294235E-03
          20  0.316150665    
