           1  0.318295717    
           2  0.192125022    
           3  0.108461738    
           4   5.61513901E-02
           5   2.58783698E-02
           6   1.01207495E-02
           7   3.08638811E-03
           8   6.18040562E-04
           9   5.20944595E-05
          10   2.38418579E-07
          11   2.38418579E-07
          12   6.93798065E-05
          13   1.00421906E-03
          14   6.17289543E-03
          15   2.53020525E-02
          16   8.28106403E-02
          17  0.238643408    
          18  0.650770187    
          19   1.82518601    
          20   6.36591005    
