           1   1.29398108E-02
           2   2.22563744E-04
           3   2.14576721E-06
           4   1.19209290E-07
           5   5.96046448E-08
           6   5.96046448E-08
           7   0.00000000    
           8   1.19209290E-07
           9   1.19209290E-07
          10   0.00000000    
          11   0.00000000    
          12   1.19209290E-07
          13   1.19209290E-07
          14   0.00000000    
          15   0.00000000    
          16   4.76837158E-07
          17   2.38418579E-07
          18   1.33514404E-05
          19   2.11238861E-03
          20  0.258799553    
