           1  0.388832211    
           2  0.293173432    
           3  0.212585032    
           4  0.146525264    
           5   9.43168998E-02
           6   5.51020503E-02
           7   2.77777910E-02
           8   1.09018087E-02
           9   2.55101919E-03
          10   1.03116035E-04
          11   1.13368034E-04
          12   3.40139866E-03
          13   1.77153349E-02
          14   5.55555820E-02
          15  0.137755036    
          16  0.301814079    
          17  0.622732162    
          18   1.27550983    
          19   2.78514600    
          20   7.77663851    
