           1  0.142923951    
           2   3.54340672E-02
           3   7.34931231E-03
           4   1.21104717E-03
           5   1.46687031E-04
           6   1.14440918E-05
           7   4.76837158E-07
           8   1.19209290E-07
           9   1.19209290E-07
          10   0.00000000    
          11   0.00000000    
          12   1.19209290E-07
          13   1.19209290E-07
          14   9.53674316E-07
          15   2.87294388E-05
          16   4.69446182E-04
          17   5.14674187E-03
          18   4.40964699E-02
          19  0.336622715    
          20   2.85847759    
