           1   2.35896707E-02
           2   7.90059566E-04
           3   1.71065331E-05
           4   2.98023224E-07
           5   5.96046448E-08
           6   5.96046448E-08
           7   0.00000000    
           8   1.19209290E-07
           9   1.19209290E-07
          10   0.00000000    
          11   0.00000000    
          12   1.19209290E-07
          13   1.19209290E-07
          14   0.00000000    
          15   0.00000000    
          16   4.76837158E-07
          17   4.76837158E-07
          18   1.02758408E-04
          19   7.50350952E-03
          20  0.471796036    
