           1  0.213288724    
           2   8.25092793E-02
           3   2.82334685E-02
           4   8.24630260E-03
           5   1.94823742E-03
           6   3.41355801E-04
           7   3.80873680E-05
           8   2.02655792E-06
           9   1.19209290E-07
          10   0.00000000    
          11   0.00000000    
          12   1.19209290E-07
          13   3.09944153E-06
          14   7.61747360E-05
          15   8.53657722E-04
          16   6.23416901E-03
          17   3.50465775E-02
          18  0.169400930    
          19  0.783836842    
          20   4.26577187    
