           1   5.25348783E-02
           2   4.28283215E-03
           3   2.53975391E-04
           4   1.01327896E-05
           5   2.98023224E-07
           6   5.96046448E-08
           7   0.00000000    
           8   1.19209290E-07
           9   1.19209290E-07
          10   0.00000000    
          11   0.00000000    
          12   1.19209290E-07
          13   1.19209290E-07
          14   0.00000000    
          15   0.00000000    
          16   9.53674316E-07
          17   4.19616699E-05
          18   1.52420998E-03
          19   4.06851768E-02
          20   1.05069923    
