 # t NA NB NA_analytic NB_analytic dNA dNB
   1.0000000000000000        366.03234127322941        474.68142853064728        367.87944117144235        477.30243708238220       -1.8470998982129458       -2.6210085517349171     
   2.0000000000000000        133.97967485796198        461.29673079904700        135.33528323661270        465.08831586965925       -1.3556083786507145       -3.7915850706122569     
   3.0000000000000000        49.040894071285848        343.03758542353387        49.787068367863945        346.68618356113171      -0.74617429657809708       -3.6485981375978440     
   4.0000000000000000        17.950553275045191        231.08082950891747        18.315638888734178        234.03928869575705      -0.36508561368898640       -2.9584591868395762     
   5.0000000000000000        6.5704830424146268        148.50272922777049        6.7379469990854668        150.69410324962666      -0.16746395667084002       -2.1913740218561770     
   6.0000000000000000        2.4050092913110781        93.077449381080640        2.4787521766663585        94.616632382395181       -7.3742885355280396E-002  -1.5391830013145409     
   7.0000000000000000       0.88031118168246381        57.525180385049843       0.91188196555451628        58.571002913527970       -3.1570783872052477E-002  -1.0458225284781264     
   8.0000000000000000       0.32222236288023542        35.264921000332038       0.33546262790251186        35.960352521663332       -1.3240265022276432E-002 -0.69543152133129382     
   9.0000000000000000       0.11794380589564471        21.515399558698697       0.12340980408667956        21.971173468311253       -5.4659981910348543E-003 -0.45577390961255659     
   10.000000000000000        4.3171247410658156E-002   13.089378716214233        4.5399929762484852E-002   13.385094138645965       -2.2286823518266954E-003 -0.29571542243173177     
   11.000000000000000        1.5802072765409046E-002   7.9496512477058898        1.6701700790245660E-002   8.1401394753476417       -8.9962802483661494E-004 -0.19048822764175188     
   12.000000000000000        5.7840696912926067E-003   4.8231646567458890        6.1442123533282100E-003   4.9452159286260606       -3.6014266203560335E-004 -0.12205127188017162     
   13.000000000000000        2.1171565711913579E-003   2.9244761498473908        2.2603294069810540E-003   3.0023577271411823       -1.4317283578969614E-004  -7.7881577293791526E-002
   14.000000000000000        7.7494777659517543E-004   1.7725661687054155        8.3152871910356792E-004   1.8221008736708253       -5.6580942508392489E-005  -4.9534704965409793E-002
   15.000000000000000        2.8365594903161540E-004   1.0741360350430096        3.0590232050182580E-004   1.1055569356546635       -2.2246371470210403E-005  -3.1420900611653924E-002
   16.000000000000000        1.0382725114012193E-004  0.65081450100952132        1.1253517471925911E-004  0.67070018545558518       -8.7079235791371831E-006  -1.9885684446063867E-002
   17.000000000000000        3.8004131822782423E-005  0.39429346921892511        4.1399377187851666E-005  0.40685393926691260       -3.3952453650692427E-006  -1.2560470047987493E-002
   18.000000000000000        1.3910741349149503E-005  0.23886936680977533        1.5229979744712628E-005  0.24678914821386969       -1.3192383955631258E-006  -7.9197814040943559E-003
   19.000000000000000        5.0917812248755100E-006  0.14470660376719696        5.6027964375372675E-006  0.14969245418252614       -5.1101521266175759E-007  -4.9858504153291738E-003
   20.000000000000000        1.8637566029922565E-006   8.7661399501131429E-002   2.0611536224385580E-006   9.0795737217724826E-002  -1.9739701944630155E-007  -3.1343377165933967E-003
   21.000000000000000        6.8219519295669665E-007   5.3103568929835226E-002   7.5825604279119061E-007   5.5071382187408736E-002  -7.6060849834493965E-008  -1.9678132575735099E-003
   22.000000000000000        2.4970550368328213E-007   3.2168895955230453E-002   2.7894680928689245E-007   3.3402843686872748E-002  -2.9241305603610327E-008  -1.2339477316422945E-003
   23.000000000000000        9.1400290142002682E-008   1.9487084674789979E-002   1.0261879631701890E-007   2.0259981959668789E-002  -1.1218506175016221E-008  -7.7289728487880960E-004
   24.000000000000000        3.3455462193729729E-008   1.1804743175399604E-002   3.7751345442790979E-008   1.2288349203965532E-002  -4.2958832490612502E-009  -4.8360602856592841E-004
   25.000000000000000        1.2245781155148911E-008   7.1509803067093562E-003   1.3887943864964021E-008   7.4532785682696117E-003  -1.6421627098151097E-009  -3.0229826156025555E-004
   26.000000000000000        4.4823519469387507E-009   4.3318582745768214E-003   5.1090890280633247E-009   4.5206485957840527E-003  -6.2673708112457403E-010  -1.8879032120723126E-004
   27.000000000000000        1.6406857775486090E-009   2.6241138054955990E-003   1.8795288165390831E-009   2.7419144137105357E-003  -2.3884303899047411E-010  -1.1780060821493668E-004
   28.000000000000000        6.0054405644980623E-010   1.5896113441594834E-003   6.9144001069402034E-010   1.6630560553271144E-003  -9.0895954244214111E-011  -7.3444711167631061E-005
   29.000000000000000        2.1981854702004514E-010   9.6293984286921475E-004   2.5436656473769226E-010   1.0086948164026467E-003  -3.4548017717647125E-011  -4.5754973533431993E-005
   30.000000000000000        8.0460697421026629E-011   5.8332059327297916E-004   9.3576229688401745E-011   6.1180445385119217E-004  -1.3115532267375116E-011  -2.8483860578213012E-005
   31.000000000000000        2.9451217457495299E-011   3.5335840859420184E-004   3.4424771084699770E-011   3.7107820367365352E-004  -4.9735536272044707E-012  -1.7719795079451683E-005
   32.000000000000000        1.0780098079314013E-011   2.1405409139172463E-004   1.2664165549094176E-011   2.2507032411018713E-004  -1.8840674697801630E-012  -1.1016232718462506E-005
   33.000000000000000        3.9458645391263511E-012   1.2966764549210370E-004   4.6588861451033977E-012   1.3651205820892513E-004  -7.1302160597704660E-013  -6.8444127168214297E-006
   34.000000000000000        1.4443140356034312E-012   7.8548828081505229E-005   1.7139084315420129E-012   8.2798750947886478E-005  -2.6959439593858175E-013  -4.2499228663812482E-006
   35.000000000000000        5.2866564798571042E-013   4.7582558558357653E-005   6.3051167601469895E-013   5.0219981853856284E-005  -1.0184602802898853E-013  -2.6374232954986304E-006
   36.000000000000000        1.9350872488293857E-013   2.8824107518189681E-005   2.3195228302435698E-013   3.0459959025520694E-005  -3.8443558141418414E-014  -1.6358515073310123E-006
   37.000000000000000        7.0830451625699202E-014   1.7460792284604438E-005   8.5330476257440658E-014   1.8474899153280236E-005  -1.4500024631741456E-014  -1.0141068686757986E-006
