 # t NA NB NA_analytic NB_analytic dNA dNB
  0.10000000000000001        904.79214711370946        92.757915490982668        904.83741803595956        92.784012929509004       -4.5270922250097101E-002  -2.6097438526335281E-002
  0.20000000000000001        818.64882947863612        172.15958880263759        818.73075307798183        172.21332991595540       -8.1923599345714138E-002  -5.3741113317812506E-002
  0.29999999999999999        740.70703215609944        239.69737780995095        740.81822068171789        239.77951148667987      -0.11118852561844506       -8.2133676728915361E-002
  0.40000000000000002        670.18590600674065        296.71078801825541        670.32004603563928        296.82141408468499      -0.13414002889862786      -0.11062606642957462     
  0.50000000000000000        606.37894486118512        344.40155060760077        606.53065971263345        344.54024671754291      -0.15171485144833241      -0.13869610994214554     
  0.59999999999999998        548.64690748549697        383.84723930353556        548.81163609402654        384.01316917538276      -0.16472860852957183      -0.16592987184719732     
  0.70000000000000007        496.41141343109939        416.01356643957376        496.58530379140944        416.20557185460791      -0.17389036031005389      -0.19200541503414570     
  0.80000000000000004        449.14914861007566        441.76548515175551        449.32896411722157        441.98216383683553      -0.17981550714591776      -0.21667868508001220     
  0.90000000000000002        406.38662254520483        461.87721250197706        406.56965974059909        462.11698376234847      -0.18303719539426311      -0.23977126037141261     
   1.0000000000000000        367.69542477096428        477.04127734205593        367.87944117144235        477.30243708238220      -0.18401640047807177      -0.26115974032626355     
   1.1000000000000001        332.68793286240805        487.87668679428253        332.87108369807953        488.15745336481422      -0.18315083567148349      -0.28076657053168219     
   1.2000000000000000        301.01342909339979        494.93629623658830        301.19421191220215        495.23484836364872      -0.18078281880235636      -0.29855212706041812     
   1.3000000000000000        272.35458681947728        498.71345955094995        272.53179303401259        499.02796745400690      -0.17720621453531749      -0.31450790305694909     
   1.4000000000000001        246.42429138466215        499.64802904044456        246.59696394160645        499.97667969960605      -0.17267255694429196      -0.32865065916149661     
   1.5000000000000000        222.96276370290272        498.13176776948296        223.13016014842981        498.47278518516976      -0.16739644552708910      -0.34101741568679245     
   1.6000000000000001        201.73495769715583        494.51323106612256        201.89651799465540        494.86489224513235      -0.16156029749956247      -0.35166117900979543     
   1.7000000000000000        182.52820552270285        489.10216848452058        182.68352405273467        489.46281579198410      -0.15531853003182050      -0.36064730746352325     
   1.8000000000000000        165.15008698369866        482.17349260460895        165.29888822158654        482.54154303802517      -0.14880123788788069      -0.36805043341621513     
